CompanyId,Cik,CikInt,ParentCik,Ticker,ShortName,CompanyName,SapClientId,Duns,IsPublicOrPrivate,ParentDuns,GlobalDuns,Sic,Naics,IndustryId,SectorId,SubSectorId,OfficeId,RegionId,GeographyId,StateId,AuditFirmId,DesignationId,DeloitteProgramId,FortuneRank,RussellTier,IsSp500,RevenueTtm,MarketCap,TotalAssets,FilingDate,FiscalYearEnd,IsActive,CreatedDateTime,UpdatedDateTime,ETL_ROW_HASH
125,718877,718877,NULL,ATVI,ACTIVISION BLIZZARD,ACTIVISION BLIZZARD INC,NULL,98533342,1,NULL,NULL,7372,511210,9,27,56,172,3,10,6,7,1,NULL,396,1000,1,7528000000,60074319872,27383000000,00:00.0,1231,1,18:39.2,01:13.7,C081B1AB35A8A1549C22A1EDA74AC1A4733EE929E3AAF1E268C40F63B934F983
140,2488,2488,NULL,AMD,ADVANCED MICRO DEVICES,ADVANCED MICRO DEVICES,NULL,48634059,1,NULL,NULL,3674,334413,9,21,25,187,3,14,6,4,1,8,226,1000,1,23601000000,1.05E+11,67580000000,00:00.0,1230,1,40:52.1,01:13.7,3484BBE7CF68E1D9131556C42E7272A3F2F30878226FA286DA50D3AF0C053ECE
166,3146,3146,1126956,NULL,SPIRE ALABAMA,SPIRE ALABAMA INC,NULL,6900104,1,NULL,NULL,4924,221210,2,17,52,127,1,1,1,5,4,NULL,NULL,NULL,NULL,509100000,NULL,2409100000,00:00.0,930,1,06:38.3,01:13.7,56295C17D6F8BED04EE0537845CEEB0D830A60E675F923870D09A4810287ECAC
172,3153,3153,92122,NULL,ALABAMA POWER,ALABAMA POWER (SOUTHERN CO),NULL,6900120,1,6925341,NULL,4911,221122,2,17,83,127,1,1,1,5,4,NULL,NULL,NULL,NULL,7817000000,NULL,34970000000,00:00.0,1231,1,53:52.6,01:13.7,59DDE4CD172BD869C89D79813B5A521D6F3A54E622FAF17E9045D64F26DC38D3
192,766421,766421,NULL,ALK,ALASKA AIR,ALASKA AIR GROUP INC,NULL,148441256,1,NULL,NULL,4512,481111,1,23,70,180,3,15,52,6,1,NULL,514,1000,1,9646000000,5429927424,14186000000,00:00.0,1231,1,40:52.1,01:13.7,26D91B095B756B397A976BD403E1DFD1D46723573900AB2E87EC2A25CFF51818
206,701288,701288,NULL,ATRI,ATRION,ATRION CORP,NULL,119202877,1,NULL,NULL,3841,339113,4,12,37,145,2,5,47,17,1,NULL,NULL,2000,NULL,183506000,1015712384,264712000,00:00.0,1231,1,40:52.1,01:05.5,EC8E8A355E87DD5DA45DE35EB2AF973703F37D3678CE48F3680BD8340EFDD79A
241,2969,2969,NULL,APD,AIR PRODUCTS & CHEM,AIR PRODUCTS & CHEMICALS INC,NULL,3001070,1,NULL,NULL,2810,325120,2,26,11,131,1,16,41,5,1,13,350,1000,1,12879100000,69091278848,28278300000,00:00.0,930,1,10:16.7,01:13.7,66F20F0F45E5C1B7CE4007C694E7BF734CEF0EFED1C6DF25817C0DFA32E8ABE0
245,353184,353184,NULL,AIRT,AIR T,AIR T INC,NULL,24124661,1,NULL,NULL,4513,492110,1,23,70,120,1,2,30,5,1,4,NULL,NULL,NULL,224383000,69575248,212361000,00:00.0,331,1,25:32.2,01:13.7,190852FD8FE062365B410DA652D9B5AF38083B2608E3ABBC695756ADE9B4ED4B
248,808326,808326,NULL,EMKR,EMCORE,EMCORE CORP,NULL,122245046,1,NULL,NULL,3674,334413,9,21,25,172,3,10,6,6,1,NULL,NULL,NULL,NULL,106843000,35347132,181768000,00:00.0,930,1,40:52.1,01:13.7,5CC479C434C82FB39396D5A7F17BEDDFB354C58B81E2DB271182B97391A2B87D
258,921313,921313,NULL,VCST,VIEWCAST COM,VIEWCAST.COM INC,NULL,877930297,1,NULL,NULL,3663,334210,9,27,73,145,2,5,47,12,1,NULL,NULL,NULL,NULL,9841683,7548706,4622372,00:00.0,1231,1,26:21.8,01:13.7,35020CDFF5D4B0D6DFBDEC28062CF51808A0007F21F5241599436718DE9243C4
268,1019034,1019034,NULL,BKYI,BIO KEY INTL,BIO-KEY INTERNATIONAL INC,NULL,824916787,1,NULL,NULL,7372,334519,4,12,37,200,1,16,34,34,1,NULL,NULL,NULL,NULL,7020258,0,11913405,00:00.0,1231,1,30:08.1,01:07.6,C0A6EAE3DA9CE97640D440500358A87D1ACB8C37C1D0A82302039A654C4DDF8F
282,946581,946581,NULL,TTWO,TAKE TWO INTERACTIVE SFTWR,TAKE-TWO INTERACTIVE SOFTWARE,NULL,829681063,1,NULL,NULL,7372,511210,9,21,66,101,1,16,37,4,1,NULL,770,1000,1,4833700000,17006790656,16881400000,00:00.0,331,1,40:52.1,01:13.7,C725618894221EB44E01A333F33ADA1491F9BB8AF885C79553FEEF72583363E4
293,1034670,1034670,NULL,ALV,AUTOLIV,AUTOLIV INC,NULL,76854327,1,NULL,NULL,3714,336399,1,2,8,183,3,15,48,4,1,NULL,421,NULL,NULL,8842000000,6735046144,7718000000,00:00.0,1231,1,20:07.1,01:06.8,73F2A384504924F8F8C98EE43A54C4717C7C846F5AFD27BE1A56F019F899CC0F
381,1018724,1018724,NULL,AMZN,AMAZON COM,AMAZON.COM INC,NULL,884745530,1,NULL,NULL,5961,454111,9,21,66,180,3,15,52,4,1,12,2,1000,1,5.14E+11,8.59E+11,4.63E+11,00:00.0,1231,1,40:52.1,01:06.7,C3B30F4D1F7E5BD79C1E09E1D6667EDFDBDAB1AB7C7AFB4CB27B475148096513
420,857855,857855,NULL,UCBI,UNITED COMMUNITY BANKS,UNITED COMMUNITY BANKS INC,NULL,858491574,1,NULL,NULL,6022,522110,3,3,9,126,1,1,12,7,1,NULL,NULL,2000,NULL,826151000,3604465664,24008884000,00:00.0,1231,1,40:52.1,01:13.7,DBC7EB129D732C1071C0F2AFCC7D57829D0E345A3F17FF6D8DA1DAE66574CE6A
422,1035443,1035443,NULL,ARE,ALEXANDRIA REAL ESTATE EQUITIES,ALEXANDRIA REAL ESTATE EQUITIES INC,NULL,861090074,1,NULL,NULL,6798,525930,3,19,59,172,3,10,6,4,1,NULL,945,1000,1,2588962000,23825471488,35523399000,00:00.0,1231,1,40:52.1,01:08.1,E4B42398E3F242BCBD4C28053EBCE37B269CF3D9D9A61766028ADEB79DBEA6A6
447,873303,873303,NULL,SRPT,SAREPTA THERAPEUTICS,SAREPTA THERAPEUTICS INC,NULL,121653406,1,NULL,NULL,2834,325412,4,12,35,107,1,12,22,6,1,NULL,NULL,1000,NULL,933013000,11171210240,3128366000,00:00.0,1231,1,40:52.2,01:11.6,28E47D5ECB89A05DD82948CCED29C791082E9D619CF9DDF50F46BC26B896B4E0
462,1037540,1037540,NULL,BXP,BOSTON PROP,BOSTON PROPERTIES INC,NULL,73815011,1,NULL,NULL,6798,525930,3,19,59,107,1,12,22,7,1,NULL,857,1000,1,3108581000,10587212800,24207669000,00:00.0,1231,1,40:52.2,01:06.0,F4BC8155DB53700BBF1886B6873A9CDF1EA1033C07F58013440CA211954DA457
463,1037038,1037038,NULL,RL,RALPH LAUREN,RALPH LAUREN CORP,NULL,46169595,1,NULL,NULL,2320,315228,1,4,5,101,1,16,37,4,1,NULL,658,1000,1,6425500000,4301428224,7039900000,00:00.0,328,1,40:52.2,01:32.3,592DCCD5FA4DEE0F9BDCFC81814B6E6737F728F0D2A7D0D196B76D01F33170E3
468,1032220,1032220,NULL,MMS,MAXIMUS,MAXIMUS INC,NULL,82347477,1,NULL,NULL,7389,541611,1,23,64,133,1,8,49,4,1,NULL,667,2000,NULL,4729388000,4457110528,4234915000,00:00.0,930,1,40:52.2,01:05.6,564F326FE3882A1AFE9A2301060B2D3A97FC1B0E790BCCDDBC3F64627EA0477B
481,1037390,1037390,NULL,INDT,INDUS REALTY TRUST,INDUS REALTY TRUST (FKA GRIFFIN INDUSTRIAL REALTY),NULL,55507677,1,NULL,NULL,6500,111421,1,4,3,101,1,16,37,21,1,NULL,NULL,2000,NULL,49195000,650887680,596807000,00:00.0,1231,1,40:52.2,01:05.6,2CF7415F45BC5E26E4009190D7FF45D22F5A888A2FC54835075C5003211A7C19
497,1031029,1031029,NULL,SRT,STARTEK,STARTEK INC,NULL,90857517,1,NULL,NULL,7363,518210,9,27,56,146,2,9,7,11,1,NULL,NULL,NULL,NULL,385074000,150649920,626043000,00:00.0,1231,1,44:07.9,01:11.1,D13367D4340F92AF5F99C17C1A34FCA87F9D8C5E7855C8373DD8E05BD056B4C1
502,1036262,1036262,NULL,INTT,INTEST,INTEST CORP,NULL,51515203,1,NULL,NULL,3825,334515,2,25,33,131,1,16,34,21,1,NULL,NULL,NULL,NULL,116828000,114969360,110066000,00:00.0,1231,1,29:40.3,01:05.9,49E84007AD3F295048394950598F11B07831BB1A5686A4252CA5A5E5BE6AF8A5
523,1028918,1028918,NULL,PPBI,PACIFIC PREMIER BANC,PACIFIC PREMIER BANCORP INC,NULL,969987114,1,NULL,NULL,6022,522120,3,3,9,201,3,10,6,5,1,7,NULL,2000,NULL,781028000,3024234496,21688017000,00:00.0,1231,1,40:52.2,02:18.9,FB30F447CB388E30D7B2E7924C9AEE95D3E11EC01C2E9EAB6856CBF4CE2B1B38
540,1035983,1035983,NULL,FIX,COMFORT SYSTEMS USA,COMFORT SYSTEMS USA INC,NULL,15841703,1,NULL,NULL,1731,238220,2,25,14,154,2,9,47,5,1,4,820,2000,NULL,4140364000,4211551232,2597478000,00:00.0,1231,1,10:16.8,01:24.2,D014A5F446D06584194CCF4800E3D5BC42AD1937A86212DB23E0D6A9A493DD71
551,866829,866829,NULL,HLX,HELIX ENERGY SOLUTIONS,HELIX ENERGY SOLUTIONS GROUP,NULL,98385404,1,NULL,NULL,1389,213112,2,26,44,154,2,9,47,6,1,NULL,NULL,2000,NULL,873100000,1111330560,2389338000,00:00.0,1231,1,40:52.2,01:13.7,CA34979D41C83FF1CCE6D1663B5E8670EB096EA6567D00EFC845E095EBF659C4
552,1023731,1023731,NULL,EGHT,8X8,8X8 INC,NULL,177742863,1,NULL,NULL,7374,334413,9,21,25,187,3,14,6,23,1,NULL,NULL,2000,NULL,740781000,491428512,836107000,00:00.0,331,1,40:52.2,01:15.3,2615B6BC433817ACB7484647046D38493608ED27294938F754EF122449491F22
553,882508,882508,NULL,QUIK,QUICKLOGIC,QUICKLOGIC CORP,NULL,606686269,1,NULL,NULL,3674,334413,9,21,25,187,3,14,6,23,1,NULL,NULL,NULL,NULL,16180000,67922960,32586000,00:00.0,101,1,32:48.5,01:07.3,EEC824786D43C8768B51C5B87A2A0A86658A60C0FB38F17C4C05E237A246E804
559,1389050,1389050,NULL,AROC,ARCHROCK,ARCHROCK INC,NULL,806506437,1,NULL,NULL,4922,213112,2,26,44,154,2,9,47,5,1,4,NULL,2000,NULL,845568000,1394280192,2598750000,00:00.0,1231,1,10:16.8,01:24.2,6B764A9F273E7B1ACC5C9609246F2C32B275AC017A65764A55380A6C921415BE
563,1038133,1038133,NULL,HSKA,HESKA,HESKA CORP,NULL,603631326,1,NULL,NULL,2835,325414,4,12,35,146,2,9,7,17,1,NULL,NULL,2000,NULL,257307000,691213696,585816000,00:00.0,1231,1,40:52.2,01:11.6,60E3B587C7846F50020B01CF6C9E36339A9C77E2866DA99724AB45E2B62235F7
576,890066,890066,NULL,GLBZ,GLEN BURNIE BANC,GLEN BURNIE BANCORP,NULL,834922791,1,NULL,NULL,6022,522110,3,3,9,135,1,8,23,35,1,NULL,NULL,NULL,NULL,13325000,23808532,381436000,00:00.0,1231,1,43:31.9,01:13.7,15CADEACCE5397512C0270936F8EF042AB4CFF49FD52DEBBBD1652B9FC33DFBF
613,86521,86521,1032208,NULL,SAN DIEGO GAS & ELECTRIC,SAN DIEGO GAS & ELECTRIC CO (SEMPRA ENERGY),NULL,6911457,1,22715408,NULL,4931,221111,2,17,83,175,3,10,6,5,4,NULL,NULL,NULL,NULL,5838000000,NULL,26422000000,00:00.0,1231,1,55:55.6,01:11.6,EA77C50ADD9889D79911C9019D4E8C8C15BC4E9C2D97427890628E1B7EC78BA2
621,75488,75488,1004980,PCG.A,PACIFIC GAS & ELECTRIC,PACIFIC GAS & ELECTRIC CO (PG&E CORP),NULL,6912877,1,964899132,NULL,4931,221111,2,17,83,217,3,13,6,5,1,NULL,NULL,NULL,NULL,21680000000,5369452544,1.18E+11,00:00.0,1231,1,57:10.2,01:08.6,E8BC094A999114B2CAEF301B34E4280D1701CE9F79E84496C31C5DE53F06595C
627,1070985,1070985,NULL,CXW,CORECIVIC,CORECIVIC INC,NULL,159734151,1,NULL,NULL,6798,561210,1,23,64,128,1,2,46,4,1,NULL,NULL,2000,NULL,1845329000,1338380800,3244769000,00:00.0,1231,1,40:52.2,01:32.3,047072B99080C5BD6604649DEB01A4FE2F3F514EB9E25DF79E77307CF0A774DE
628,107833,107833,916863,NULL,WISCONSIN PUBLIC SERVICE,WISCONSIN PUBLIC SERVICE CORP (INTEGRYS HOLDING INC),NULL,7947435,1,877719260,NULL,4931,221111,2,17,83,137,2,3,53,5,4,NULL,NULL,NULL,NULL,1785200000,NULL,6708800000,00:00.0,1231,1,19:46.7,01:15.1,5116346143B01D9D8839CB3446BC66766F1B5062D302CAA9E4111FFD0FDDDEA1
635,1531152,1531152,NULL,BJ,BJ'S WHOLESALE CLUB HLDG,BJ'S WHOLESALE CLUB HOLDINGS INC,NULL,78275116,1,NULL,NULL,5331,452910,1,20,82,107,1,12,22,7,1,NULL,221,1000,NULL,19315165000,9386201088,6349956000,00:00.0,1231,1,40:52.2,01:15.1,0418D1FAD338C7BAC709A854AB5148BAADE5B8AB2ED7FC62A2C5CA522567EE02
639,1038205,1038205,NULL,OZK,BANK OF THE OZARKS,BANK OZK,NULL,139738611,1,NULL,NULL,6022,522110,3,3,9,147,2,9,5,7,1,NULL,NULL,1000,NULL,1249027000,4694107736,27656568000,00:00.0,1231,1,40:52.2,01:05.5,1C9CA82EB5689CB0B007AC59407EF7FA65B857752F2EAE6531FA2B59A3F4304D
647,1037976,1037976,NULL,JLL,JONES LANG LASALLE,JONES LANG LASALLE INC,NULL,28781060,1,NULL,NULL,6531,531390,3,19,57,136,2,3,17,6,1,NULL,185,1000,NULL,20862100000,7649541632,15593700000,00:00.0,1231,1,40:52.2,01:05.5,4F6EFCF41D4F1FFF88BFC3DD3562DC68D4CA6AE2A692154F6B90D3BABC2FE062
662,1517228,1517228,NULL,COMM,COMMSCOPE HOLDING COMPANY,COMMSCOPE HOLDING CO INC,NULL,967225314,1,NULL,NULL,3663,541512,2,25,33,120,1,2,30,4,1,NULL,405,2000,NULL,9228100000,1520951552,11685400000,00:00.0,1231,1,40:52.2,01:05.5,4E5BF76AD1665CF7DD046D01B88949E3A1206D25BE037111A9C405ECD09450F0
687,842518,842518,NULL,EVBN,EVANS BANC,EVANS BANCORP INC,NULL,788074458,1,NULL,NULL,6021,522110,3,3,9,215,2,6,37,16,1,NULL,NULL,NULL,NULL,89487000,206111456,2178510000,00:00.0,1231,1,19:47.4,01:13.7,8CB33F08BE407F2BD05B59D5986B2C0A723C901763D9A28EA7BE1FD86B6DEE1E
733,1437578,1437578,NULL,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS,BRIGHT HORIZONS FAMILY SOLUTIONS,NULL,78734723,1,NULL,NULL,8351,624410,1,23,64,107,1,12,22,5,1,7,NULL,1000,NULL,2020487000,3719101184,3798869000,00:00.0,1231,1,10:16.8,01:06.4,AF3CC276D8B89D767FF7779F68B9DEDA75D02E000E3CB126BEE53F099D633C69
754,1040470,1040470,NULL,AEHR,AEHR TEST SYS,AEHR TEST SYSTEMS,NULL,85845477,1,NULL,NULL,3825,334515,2,25,33,187,3,14,6,9,1,NULL,NULL,NULL,NULL,62981000,846663104,84396000,00:00.0,531,1,06:38.6,01:07.6,E1B2EE18B6B59947B09718E110B3E0C7D7148B5001E0E663674CE446B137B160
758,1040971,1040971,NULL,SLG,SL GREEN REALTY,SL GREEN REALTY CORP,NULL,11271512,1,NULL,NULL,6798,525930,3,19,59,101,1,16,37,4,1,NULL,NULL,1000,NULL,826739000,2171309824,12355794000,00:00.0,1231,1,50:55.1,02:18.9,823C0DAA09F4FC8C25DBC3BCDB795742539D05EF9C7F27A773DEE9B2A10CCCF3
774,928576,928576,1081316,NULL,MIDAMERICAN ENERGY,MIDAMERICAN ENERGY CO (BERKSHIRE HATHAWAY),NULL,884718768,1,1024314,NULL,4911,221122,2,17,83,140,2,11,15,5,4,NULL,NULL,NULL,NULL,4025000000,NULL,23978000000,00:00.0,1231,1,30:53.3,01:11.6,8D61B60022AC46F8D165EA786D2FF16EC9F9F6A2BA17334AD62DEC6AE0DF2792
790,1041803,1041803,NULL,PSMT,PRICESMART,PRICESMART INC,NULL,176766905,1,NULL,NULL,5331,452910,1,20,82,175,3,10,6,4,1,NULL,739,2000,NULL,4249175000,2196852480,1886172000,00:00.0,831,1,40:52.2,01:07.3,EEBB25512A3BC93FF3186D619039DCE58B211E4F13D73628948EB817F5A1760C
804,917491,917491,NULL,FARO,FARO TECH,FARO TECHNOLOGIES INC,NULL,617308929,1,NULL,NULL,3829,334519,4,12,37,116,1,7,11,17,1,NULL,NULL,2000,NULL,345765000,550812032,473347000,00:00.0,1231,1,40:52.2,01:13.7,DF025359E03ACF5EC5D8718B052BE5F5F07ED4E49E4EA06BA65070707F7E7474
826,1041859,1041859,NULL,PLCE,CHILDRENS PLACE,CHILDREN'S PLACE INC,NULL,199096728,1,NULL,NULL,5651,448190,1,20,61,200,1,16,34,4,1,NULL,NULL,2000,NULL,1708482000,520903776,986281000,00:00.0,201,1,40:52.2,01:12.2,A80559D1389F3FCF5585289A9FA3F30D8E45E7D0A7D77115CE5ACFC308DE440D
851,798528,798528,NULL,OMEX,ODYSSEY MARINE EXPLORATION,ODYSSEY MARINE EXPLORATION,NULL,31061257,1,NULL,NULL,4400,488330,1,23,70,116,1,7,11,17,1,NULL,NULL,NULL,NULL,1334702,73348080,13281836,00:00.0,1231,1,54:15.8,01:06.2,9D5D5CA9EEDD727BA6BBEC1AE3118C6558FB7A97D6C091F567B0CD592EBACFE7
852,1040130,1040130,NULL,PETS,PETMED EXPRESS,PETMED EXPRESS INC,NULL,946539525,1,NULL,NULL,5912,453910,1,20,61,244,1,7,11,21,1,NULL,NULL,2000,NULL,260453000,370721152,165121000,00:00.0,331,1,40:52.3,01:07.4,EB98C0BC7E8ADB369E0F98E879D8400E6203012C93A00C3345575D7A1A59C688
857,109177,109177,NULL,SPB,SPECTRUM BRANDS HLDG,SPECTRUM BRANDS HOLDINGS INC,NULL,964520717,1,NULL,NULL,3690,334419,2,25,33,137,2,3,53,6,1,NULL,830,1000,NULL,3088600000,2526374912,5765800000,00:00.0,930,1,40:52.3,01:05.6,CF85EC4A0DE8F991B6B5FBC2927BCD91CBD5F784066715BA9DEE6E4563A9C197
864,1041061,1041061,NULL,YUM,YUM BRANDS,YUM BRANDS INC,NULL,179294467,1,NULL,NULL,5812,722211,1,23,31,168,2,4,20,6,1,8,490,1000,1,6842000000,36616605696,5846000000,00:00.0,1231,1,40:52.3,01:04.9,86B86FED6EB41D23FB91DBA1B36D591117B574E80B129462BD61D0123CB29055
931,750686,750686,NULL,CAC,CAMDEN NATL,CAMDEN NATIONAL CORP,NULL,144262888,1,NULL,NULL,6021,522110,3,3,9,107,1,12,24,21,1,NULL,NULL,2000,NULL,183896000,608542784,5671850000,00:00.0,1231,1,40:52.3,01:13.7,CC1CB0F685F38F1A09B8531863085DEFD2CC336FC907BFCA74A5BE9DD8BA2B1A
944,1036044,1036044,NULL,INVE,IDENTIV,IDENTIV INC,NULL,859666471,1,NULL,NULL,3577,334119,9,21,25,187,3,14,6,9,1,NULL,NULL,2000,NULL,112915000,156916512,102765000,00:00.0,1231,1,40:52.3,01:05.9,593F2A529A9A49D6DB1F723FAFFBB0B7E48428FAB466C4015AB3CD3DBA45ACB3
955,1043219,1043219,NULL,NLY,ANNALY CAPITAL MANAGEMENT,ANNALY CAPITAL MANAGEMENT INC,NULL,939286662,1,NULL,NULL,6798,525930,3,19,59,101,1,16,37,4,1,NULL,867,1000,NULL,1934720000,10002965504,81850712000,00:00.0,1231,1,40:52.3,01:32.3,0C676C0062A01E5A7A73AF2AE9EFB88D7BD04017044D21D4EDFC621D3785B923
965,70487,70487,NULL,NRC,NATL RESEARCH,NATIONAL RESEARCH CORP,NULL,50857788,1,NULL,NULL,8731,541910,9,27,56,139,2,11,32,6,1,NULL,NULL,2000,NULL,151568000,916539072,130461000,00:00.0,1231,1,40:52.3,01:13.7,03C3DB8F441D50B2F4461BF8EDD7D3B2195664219753FD49F61752680AD61785
969,1043337,1043337,NULL,SRI,STONERIDGE,STONERIDGE INC,NULL,606280873,1,NULL,NULL,3714,336322,1,2,8,212,2,6,25,4,1,NULL,NULL,2000,NULL,899923000,593259584,652105000,00:00.0,1231,1,40:52.3,01:05.6,661D0DF4D8AC2B7BC5C0444FF6C6D62F51676E6DFA0D0F0858FE8CF3FD19B51C
988,1046311,1046311,NULL,CHH,CHOICE HOTELS INTL,CHOICE HOTELS INTL INC,NULL,364200360,1,NULL,NULL,7011,721110,1,23,31,133,1,8,23,4,1,NULL,NULL,1000,NULL,1401949000,5970043904,2102175000,00:00.0,1231,1,40:52.3,01:05.1,C66D829BC2F9C526C48BB09AE909F736E67029D01CD54DC68C12653E7D13FDC8
999,1039065,1039065,NULL,OSIS,OSI SYS,OSI SYSTEMS INC,NULL,178295812,1,NULL,NULL,3674,334413,9,21,25,172,3,10,6,17,1,NULL,NULL,2000,NULL,1190966000,1352931840,1466230000,00:00.0,630,1,40:52.3,01:05.0,A6862A074F2028FE753C14C63CD5CF53091B3AA4DCA46A505ACC406F2B289C1A
1004,1043277,1043277,NULL,CHRW,C. H. ROBINSON WORLDWIDE,C H ROBINSON WORLDWIDE INC,NULL,22935894,1,NULL,NULL,4731,488510,1,23,70,138,2,11,26,5,1,7,154,1000,1,24696625000,10858698752,5954564000,00:00.0,1231,1,10:16.9,01:15.3,8019246CD681AA1AB3A60BF06B638BBAC8499FE4D3AD9260C7B519A59A8F10F2
1028,798359,798359,NULL,IRET,CENTERSPACE,INVESTORS REAL ESTATE TRUST,NULL,78675345,1,NULL,NULL,6798,525930,3,19,59,138,2,11,31,17,1,NULL,NULL,2000,NULL,256716000,887714112,2033301000,00:00.0,1231,1,19:39.8,01:13.7,3D68FBC6420A70EB75EB7D74EE7797BB4647025959A69C2AF81C10EA63388B27
1034,1042729,1042729,NULL,MBWM,MERCANTILE BANK,MERCANTILE BANK CORP,NULL,96809590,1,NULL,NULL,6022,522110,3,3,9,212,2,6,25,25,1,NULL,NULL,2000,NULL,183771000,533262464,4872619000,00:00.0,1231,1,40:52.3,01:08.5,D432AA49211FF7157E2FA31B26D108BCF2C8280E26B19F7926161A3D9D3BA4BE
1044,1042893,1042893,NULL,DRQ,DRIL-QUIP,DRIL-QUIP INC,NULL,16874125,1,NULL,NULL,3533,333132,2,25,33,154,2,9,47,7,1,NULL,NULL,2000,NULL,362070000,920242176,972515000,00:00.0,1231,1,40:52.3,01:05.5,F45C0281C5E382531FFDBB661421AB5C0B45FAEF6216157B1FDED0DA0A365D81
1047,1042418,1042418,NULL,INTI,INHIBITOR THERAPEUTICS,INHIBITOR THERAPEUTICS INC,NULL,806060257,1,NULL,NULL,2834,541710,4,12,35,116,1,7,11,13,1,NULL,NULL,NULL,NULL,0,8933243,11975124,00:00.0,1231,1,36:56.3,01:06.8,4B2D518A0E8554A73BE7811222BE5B27DFE364A8044618CFCB3DCE38682703F7
